#Name;EEPROM;Master-Mirror;Short-Name;MB-Adr (dezimal);MB-Adr (hex);Index;Einheit;Type;Min;Max;Default
Regent Serial Number;0;0;REGENT_SERIAL_NUMBER_3;563;0233;110;char;unsigned;0;65535;0
Regent Serial Number;0;0;REGENT_SERIAL_NUMBER_4;564;0234;111;char;unsigned;0;65535;0
Regent Serial Number;0;0;REGENT_SERIAL_NUMBER_5;565;0235;112;char;unsigned;0;65535;0
Regent Serial Number;0;0;REGENT_SERIAL_NUMBER_6;566;0236;113;char;unsigned;0;65535;0
Regent Serial Number;0;0;REGENT_SERIAL_NUMBER_7;567;0237;114;char;unsigned;0;65535;0
Regent Serial Number;0;0;REGENT_SERIAL_NUMBER_8;568;0238;115;char;unsigned;0;65535;0
Regent Serial Number;0;0;REGENT_SERIAL_NUMBER_9;569;0239;116;char;unsigned;0;65535;0
Regent Serial Number;0;0;REGENT_SERIAL_NUMBER_10;570;023A;117;char;unsigned;0;65535;0
Regent Serial Number;0;0;REGENT_SERIAL_NUMBER_11;571;023B;118;char;unsigned;0;65535;0
Enable-Disable / 0 = disabled 1 = enabled / [0] = pir - [1] button - [2] lux - [3] temp;1;0;ENABLE_DISABLE;4608;1200;119;-;unsigned;0;65535;15
Desk in use parameters: time window 1 [s]   (default = 5s);1;0;DESK_IN_USE_WINDOW1;4864;1300;120;s;unsigned;0;65535;5
Desk in use parameters: time window 2 [s]   (default = 10s);1;0;DESK_IN_USE_WINDOW2;4865;1301;121;s;unsigned;0;65535;10
Holding time desk in use [s];1;0;HOLDINGTIME_DESK_IN_USE;4866;1302;122;s;unsigned;0;65535;180
PIR holding time [ms];1;0;PIR_HOLDING_TIME;4867;1303;123;ms;unsigned;0;65535;500
PIR filtered: PIR motion with holding time;0;1;MOTION_EVENT;4868;1304;124;-;unsigned;0;65535;0
Button Events (Master has to reset Event. Event init pressed will only be set if during whole time brightness sensor is darkened down);0;1;BUTTON_EVENTS;4869;1305;125;-;unsigned;0;65535;0
Brightness calibrated 0 - 5000 [Lux/10] (0xFFFF = value not valid) ;0;1;LUX_VALUE;4870;1306;126;0.1*Lux;unsigned;0;65535;65535
Brightness calibrated filtered 0 - 5000 [Lux/10] (0xFFFF = value not valid) ;0;1;LUX_VALUE_FILTERED;4871;1307;127;0.1*Lux;unsigned;0;65535;65535
Set Flag after (Time button t-init - 3s) and LUX < 30;0;1;FORCE_INIT;4872;1308;128;-;unsigned;0;65535;0
Error Sensormodule / bit [0]: Error PIR - bit[1]: Error BUTTON - bit[2]: Error Brightness - bit[3]: Error Temp;0;1;ERROR_SENSORMODULE;4873;1309;129;-;unsigned;0;65535;0
Desk in use;0;1;WORKING_EVENT;4874;130A;130;-;unsigned;0;65535;0
Time button t-short;1;0;TIME_SHORT_PRESS;5120;1400;131;ms;unsigned;0;65535;500
Time button t-delay;1;0;TIME_DELAY_PRESS;5121;1401;132;ms;unsigned;0;65535;200
Time button t-long_max;1;0;TIME_LONG_PRESS_MAX;5122;1402;133;ms;unsigned;0;65535;60000
Time button t-parametrizingInit;1;0;TIME_PARAMETRIZING_INIT_PRESS;5123;1403;134;ms;unsigned;0;65535;20000
Number of short Button Events;1;0;NUMBER_OF_S_BUTTON_ON_OFF_EVENTS;5124;1404;135;-;unsigned;0;65535;0
Number of long Button Events ;1;0;NUMBER_OF_L_BUTTON_ON_OFF_EVENTS;5125;1405;136;-;unsigned;0;65535;0
Calibrating factor brightness [Lux] (will be set to default 125/250 in software);1;0;LUX_CAL_FACTOR;5376;1500;137;-;unsigned;0;65535;0
Calibrating offset brightness [Lux];1;0;LUX_CAL_OFFSET;5377;1501;138;-;signed;-32768;32767;0
Factor for average measurement [Lux];1;0;NR_MEASUREMENTS_LUX_CAL;5378;1502;139;-;unsigned;0;65535;5
Head type (ASCII L - R - C);1;0;HEAD_TYPE;5379;1503;140;-;unsigned;0;65535;0
Color temperatur head LED 1 (ex. 3000);1;0;HEAD_LED_COLOR_1;5380;1504;141;-;unsigned;0;65535;0
Color temperatur head LED 2;1;0;HEAD_LED_COLOR_2;5381;1505;142;-;unsigned;0;65535;0
Max Brightness value (will be set to default 5000/10000 in software);0;0;MAX_BRIGHTNESS_VALUE;5382;1506;143;-;unsigned;0;65535;0
Temperature uController (0xFFFF = value not valid) ;0;0;TEMP_MICROCONTROLLER;5632;1600;144;-;unsigned;0;65535;65535
Temperatur ex. Temp sensor (0xFFFF = value not valid) ;0;0;TEMP_EXT_SENSOR;5633;1601;145;-;unsigned;0;65535;65535
Device states - 1 = factory reset (all param. Def.) 2 = Reset 6 = FastReset 8 = Manufacturer Reset (all param. Def. Exept. Calibration data);0;0;DEVICE_STATES;10008;2718;146;-;unsigned;0;65535;0
Device error states (LowByte: Number of occured watchdog (0-255) HighByte: none);1;0;DEVICE_ERROR_STATES;10009;2719;147;-;unsigned;0;65535;0
Raw signal PIR: 0 = detection - 1 = no detection;0;0;RAW_SIGNAL_PIR;16384;4000;148;-;unsigned;0;65535;0
Button states - 0 = not pressed  1 = pressed (manufacturing test);0;0;RAW_SIGNAL_BUTTON;16385;4001;149;-;unsigned;0;65535;0
Raw AD value brightness: [AD-value 0…4085] (manufacturer test);0;0;RAW_SIGNAL_BRIGHTNESS;16386;4002;150;-;unsigned;0;65535;0
PIR TEST (manufacturer test);0;0;PIR_TEST;16387;4003;151;-;unsigned;0;65535;0
Get measured 3.3V (manufacturer test);0;0;MEASURED_3_3V;16388;4004;152;mV;unsigned;0;65535;0
Get measured 5V (manufacturer test);0;0;MEASURED_5V;16389;4005;153;mV;unsigned;0;65535;0
Set LED green (manufacturer test);0;0;LED_GREEN;16390;4006;154;-;unsigned;0;65535;0
Set LED red (manufacturer test);0;0;LED_RED;16391;4007;155;-;unsigned;0;65535;0
Set Output Pin PA7 (manufacturer test);0;0;PIN_PA7;16392;4008;156;-;unsigned;0;65535;0
